ingredient,raw_material,processing,dimension,unit_value
Coconut oil,Vietnam,Egypt,disturbance,0.717463907
Coconut oil,Japan,Egypt,disturbance,0.725366629
Coconut oil,United States,Egypt,disturbance,0.743165178
Coconut oil,Mexico,Egypt,disturbance,0.444534869
Corn gluten meal,Thailand,Mexico,disturbance,0.148305905
Corn gluten meal,United States,Mexico,disturbance,0.540339684
Corn gluten meal,Germany,Mexico,disturbance,0.565556566
Corn gluten meal,Ethiopia,Mexico,disturbance,0.736527397
Corn gluten meal,Indonesia,Mexico,disturbance,0.486841724
Corn gluten meal,China,Mexico,disturbance,0.578932296
Corn gluten meal,Thailand,Brazil,disturbance,0.263998419
Corn gluten meal,United States,Brazil,disturbance,0.921579426
Corn gluten meal,Germany,Brazil,disturbance,0.54048503
Corn gluten meal,Ethiopia,Brazil,disturbance,0.518369504
Corn gluten meal,Indonesia,Brazil,disturbance,0.591615508
Corn gluten meal,China,Brazil,disturbance,0.597588284
Faba beans,Ethiopia,Mexico,disturbance,0.605894091
Faba beans,United States,Mexico,disturbance,0.389505476
Faba beans,Bangladesh,Mexico,disturbance,0.245952249
Faba beans,China,Mexico,disturbance,0.595445756
Faba beans,Ethiopia,Indonesia,disturbance,0.523009189
Faba beans,United States,Indonesia,disturbance,0.074458808
Faba beans,Bangladesh,Indonesia,disturbance,0.58215665
Faba beans,China,Indonesia,disturbance,0.329798038
Faba beans,Ethiopia,Bangladesh,disturbance,0.338714674
Faba beans,United States,Bangladesh,disturbance,0.650005408
Faba beans,Bangladesh,Bangladesh,disturbance,0.488186481
Faba beans,China,Bangladesh,disturbance,0.318220915
Faba beans,Ethiopia,Pakistan,disturbance,0.689794047
Faba beans,United States,Pakistan,disturbance,0.593832835
Faba beans,Bangladesh,Pakistan,disturbance,0.452909482
Faba beans,China,Pakistan,disturbance,0.356950937
Faba beans,Ethiopia,United States,disturbance,0.415755887
Faba beans,United States,United States,disturbance,0.495534545
Faba beans,Bangladesh,United States,disturbance,0.742331334
Faba beans,China,United States,disturbance,0.380481569
Fishmeal forage,Russia,Pakistan,disturbance,0.484895975
Fishmeal forage,China,Pakistan,disturbance,0.581938098
Fishmeal forage,Egypt,Pakistan,disturbance,0.586633719
Fishmeal forage,Pakistan,Pakistan,disturbance,0.035922581
Fishmeal forage,Japan,Pakistan,disturbance,0.311624998
Fishmeal forage,Turkey,Pakistan,disturbance,0.647421651
Fishmeal forage,Russia,Brazil,disturbance,0.23174223
Fishmeal forage,China,Brazil,disturbance,0.487505048
Fishmeal forage,Egypt,Brazil,disturbance,0.651905494
Fishmeal forage,Pakistan,Brazil,disturbance,0.510324741
Fishmeal forage,Japan,Brazil,disturbance,0.592375676
Fishmeal forage,Turkey,Brazil,disturbance,0.823311895
Fishmeal forage,Russia,Ethiopia,disturbance,0.346110007
Fishmeal forage,China,Ethiopia,disturbance,0.276277845
Fishmeal forage,Egypt,Ethiopia,disturbance,0.846968437
Fishmeal forage,Pakistan,Ethiopia,disturbance,0.886410081
Fishmeal forage,Japan,Ethiopia,disturbance,0.552475713
Fishmeal forage,Turkey,Ethiopia,disturbance,0.313075259
Fishmeal trimmings,Pakistan,Germany,disturbance,0.209324984
Fishmeal trimmings,United States,Germany,disturbance,0.714457445
Fishmeal trimmings,Philippines,Germany,disturbance,0.479297549
Fishmeal trimmings,India,Germany,disturbance,0.427522175
Fishmeal trimmings,Nigeria,Germany,disturbance,0.608144264
Fishmeal trimmings,Pakistan,Bangladesh,disturbance,0.575498086
Fishmeal trimmings,United States,Bangladesh,disturbance,0.51199357
Fishmeal trimmings,Philippines,Bangladesh,disturbance,0.470083665
Fishmeal trimmings,India,Bangladesh,disturbance,0.344499406
Fishmeal trimmings,Nigeria,Bangladesh,disturbance,0.582239495
Fishmeal trimmings,Pakistan,Turkey,disturbance,0.779944176
Fishmeal trimmings,United States,Turkey,disturbance,0.302450444
Fishmeal trimmings,Philippines,Turkey,disturbance,0.888334502
Fishmeal trimmings,India,Turkey,disturbance,0.345817507
Fishmeal trimmings,Nigeria,Turkey,disturbance,0.503371436
Fish oil forage,Ethiopia,Mexico,disturbance,0.537390229
Fish oil forage,Mexico,Mexico,disturbance,0.687154831
Fish oil forage,Ethiopia,Indonesia,disturbance,0.697105604
Fish oil forage,Mexico,Indonesia,disturbance,0.493366301
Fish oil forage,Ethiopia,Brazil,disturbance,0.297990504
Fish oil forage,Mexico,Brazil,disturbance,0.61462234
Fish oil forage,Ethiopia,Germany,disturbance,0.479850532
Fish oil forage,Mexico,Germany,disturbance,0.548056031
Fish oil trimmings,Congo (DRC),Brazil,disturbance,0.681045736
Fish oil trimmings,Indonesia,Brazil,disturbance,0.501460489
Fish oil trimmings,Congo (DRC),Iran,disturbance,0.196394448
Fish oil trimmings,Indonesia,Iran,disturbance,0.354780469
Fish oil trimmings,Congo (DRC),Thailand,disturbance,0.212821319
Fish oil trimmings,Indonesia,Thailand,disturbance,0.367659277
Fish oil trimmings,Congo (DRC),Philippines,disturbance,0.288952065
Fish oil trimmings,Indonesia,Philippines,disturbance,0.472584119
Fish oil trimmings,Congo (DRC),Turkey,disturbance,0.634095518
Fish oil trimmings,Indonesia,Turkey,disturbance,0.798144106
Guar meal,United States,Indonesia,disturbance,0.522048653
Guar meal,Mexico,Indonesia,disturbance,0.272265385
Guar meal,Vietnam,Indonesia,disturbance,0.590068137
Guar meal,United States,Bangladesh,disturbance,0.331528175
Guar meal,Mexico,Bangladesh,disturbance,0.636670592
Guar meal,Vietnam,Bangladesh,disturbance,0.389542425
Guar meal,United States,Iran,disturbance,0.387019823
Guar meal,Mexico,Iran,disturbance,0.861571943
Guar meal,Vietnam,Iran,disturbance,0.8709546
Guar meal,United States,Congo (DRC),disturbance,0.763417864
Guar meal,Mexico,Congo (DRC),disturbance,0.544975872
Guar meal,Vietnam,Congo (DRC),disturbance,0.48679571
Guar meal,United States,Ethiopia,disturbance,0.273839781
Guar meal,Mexico,Ethiopia,disturbance,0.52723934
Guar meal,Vietnam,Ethiopia,disturbance,0.659259704
Krill meal,Philippines,Mexico,disturbance,0.331943075
Krill meal,Egypt,Mexico,disturbance,0.411844125
Krill meal,United States,Mexico,disturbance,0.591085882
Krill meal,Iran,Mexico,disturbance,0.21291475
Krill meal,Pakistan,Mexico,disturbance,0.53318246
Krill meal,Germany,Mexico,disturbance,0.399435013
Krill meal,Philippines,Nigeria,disturbance,0.50863961
Krill meal,Egypt,Nigeria,disturbance,0.388684635
Krill meal,United States,Nigeria,disturbance,0.301359856
Krill meal,Iran,Nigeria,disturbance,0.266281711
Krill meal,Pakistan,Nigeria,disturbance,0.600107331
Krill meal,Germany,Nigeria,disturbance,0.823703793
Krill meal,Philippines,United States,disturbance,0.919402216
Krill meal,Egypt,United States,disturbance,0.503270824
Krill meal,United States,United States,disturbance,0.700038868
Krill meal,Iran,United States,disturbance,0.742281308
Krill meal,Pakistan,United States,disturbance,0.435635807
Krill meal,Germany,United States,disturbance,0.493828613
Krill meal,Philippines,Pakistan,disturbance,0.720106499
Krill meal,Egypt,Pakistan,disturbance,0.619517711
Krill meal,United States,Pakistan,disturbance,0.443006744
Krill meal,Iran,Pakistan,disturbance,0.448342466
Krill meal,Pakistan,Pakistan,disturbance,0.674164318
Krill meal,Germany,Pakistan,disturbance,0.253491754
Linseed oil,Indonesia,Thailand,disturbance,0.821370646
Linseed oil,United States,Thailand,disturbance,0.816170769
Linseed oil,Vietnam,Thailand,disturbance,0.439100512
Linseed oil,Indonesia,Iran,disturbance,0.462817941
Linseed oil,United States,Iran,disturbance,0.393645137
Linseed oil,Vietnam,Iran,disturbance,0.372828449
Linseed oil,Indonesia,Ethiopia,disturbance,0.470503669
Linseed oil,United States,Ethiopia,disturbance,0.228760335
Linseed oil,Vietnam,Ethiopia,disturbance,0.57464234
Linseed oil,Indonesia,Japan,disturbance,0.095773294
Linseed oil,United States,Japan,disturbance,0.529582434
Linseed oil,Vietnam,Japan,disturbance,0.479968258
Linseed oil,Indonesia,Mexico,disturbance,0.923197616
Linseed oil,United States,Mexico,disturbance,0.558282517
Linseed oil,Vietnam,Mexico,disturbance,0.541354281
Linseed oil,Indonesia,United States,disturbance,0.398265165
Linseed oil,United States,United States,disturbance,0.680969843
Linseed oil,Vietnam,United States,disturbance,0.656008789
Methanobacterial meal,Japan,Pakistan,disturbance,0.125165194
Methanobacterial meal,Nigeria,Pakistan,disturbance,0.373310022
Methanobacterial meal,United States,Pakistan,disturbance,0.23007198
Methanobacterial meal,Japan,Vietnam,disturbance,0.812178252
Methanobacterial meal,Nigeria,Vietnam,disturbance,0.561606845
Methanobacterial meal,United States,Vietnam,disturbance,0.471355267
Pea flour,Brazil,Vietnam,disturbance,0.483221335
Pea flour,Iran,Vietnam,disturbance,0.520230079
Pea flour,Vietnam,Vietnam,disturbance,0.529352906
Pea flour,Congo (DRC),Vietnam,disturbance,0.241385412
Pea flour,Brazil,Pakistan,disturbance,0.765603942
Pea flour,Iran,Pakistan,disturbance,0.431604461
Pea flour,Vietnam,Pakistan,disturbance,0.310802566
Pea flour,Congo (DRC),Pakistan,disturbance,0.338959559
Pea flour,Brazil,Turkey,disturbance,0.69065917
Pea flour,Iran,Turkey,disturbance,0.366929657
Pea flour,Vietnam,Turkey,disturbance,0.603958911
Pea flour,Congo (DRC),Turkey,disturbance,0.570165504
Pea flour,Brazil,India,disturbance,0.540065383
Pea flour,Iran,India,disturbance,0.569859016
Pea flour,Vietnam,India,disturbance,0.53314637
Pea flour,Congo (DRC),India,disturbance,0.175632738
Pea protein concentrate,Germany,Brazil,disturbance,0.505277943
Pea protein concentrate,Pakistan,Brazil,disturbance,0.074630432
Pea protein concentrate,Germany,Pakistan,disturbance,0.401863005
Pea protein concentrate,Pakistan,Pakistan,disturbance,0.270030429
Pea protein concentrate,Germany,China,disturbance,0.724431545
Pea protein concentrate,Pakistan,China,disturbance,0.531747534
Soybean meal,Philippines,Ethiopia,disturbance,0.647136682
Soybean meal,Nigeria,Ethiopia,disturbance,0.553409631
Soybean meal,Pakistan,Ethiopia,disturbance,0.662957957
Soybean meal,Germany,Ethiopia,disturbance,0.028397018
Soybean meal,Japan,Ethiopia,disturbance,0.04661712
Soybean meal,India,Ethiopia,disturbance,1.011554864
Soybean meal,Philippines,Turkey,disturbance,0.719754958
Soybean meal,Nigeria,Turkey,disturbance,0.364516072
Soybean meal,Pakistan,Turkey,disturbance,0.456474557
Soybean meal,Germany,Turkey,disturbance,0.78624247
Soybean meal,Japan,Turkey,disturbance,0.462466335
Soybean meal,India,Turkey,disturbance,0.623191489
Soybean meal,Philippines,Philippines,disturbance,0.628980621
Soybean meal,Nigeria,Philippines,disturbance,0.725466769
Soybean meal,Pakistan,Philippines,disturbance,0.404634957
Soybean meal,Germany,Philippines,disturbance,0.69365209
Soybean meal,Japan,Philippines,disturbance,0.354060773
Soybean meal,India,Philippines,disturbance,0.717582326
Soybean meal,Philippines,China,disturbance,0.745972599
Soybean meal,Nigeria,China,disturbance,0.793537497
Soybean meal,Pakistan,China,disturbance,0.420499563
Soybean meal,Germany,China,disturbance,0.331060406
Soybean meal,Japan,China,disturbance,0.241235919
Soybean meal,India,China,disturbance,0.442365579
Soybean oil,Vietnam,Indonesia,disturbance,0.82954918
Soybean oil,Ethiopia,Indonesia,disturbance,0.428447175
Soybean oil,Iran,Indonesia,disturbance,0.878574706
Soybean oil,Pakistan,Indonesia,disturbance,0.500628736
Soybean oil,Brazil,Indonesia,disturbance,0.192436696
Soybean oil,Vietnam,Philippines,disturbance,0.503439128
Soybean oil,Ethiopia,Philippines,disturbance,0.521175455
Soybean oil,Iran,Philippines,disturbance,0.79839733
Soybean oil,Pakistan,Philippines,disturbance,0.812035359
Soybean oil,Brazil,Philippines,disturbance,0.706693537
Soy protein concentrate,Nigeria,Germany,disturbance,0.48811608
Soy protein concentrate,Congo (DRC),Germany,disturbance,0.589886052
Soy protein concentrate,Iran,Germany,disturbance,0.488929208
Soy protein concentrate,Indonesia,Germany,disturbance,0.541247151
Soy protein concentrate,Germany,Germany,disturbance,0.543973151
Soy protein concentrate,Ethiopia,Germany,disturbance,0.440883504
Soy protein concentrate,Nigeria,Egypt,disturbance,0.557365252
Soy protein concentrate,Congo (DRC),Egypt,disturbance,0.532528511
Soy protein concentrate,Iran,Egypt,disturbance,0.26000045
Soy protein concentrate,Indonesia,Egypt,disturbance,0.19130193
Soy protein concentrate,Germany,Egypt,disturbance,0.505964941
Soy protein concentrate,Ethiopia,Egypt,disturbance,0.275611667
Soy protein concentrate,Nigeria,Bangladesh,disturbance,0.847051538
Soy protein concentrate,Congo (DRC),Bangladesh,disturbance,0.416485263
Soy protein concentrate,Iran,Bangladesh,disturbance,0.630988067
Soy protein concentrate,Indonesia,Bangladesh,disturbance,0.356509873
Soy protein concentrate,Germany,Bangladesh,disturbance,0.560448299
Soy protein concentrate,Ethiopia,Bangladesh,disturbance,0.589096502
Soy protein concentrate,Nigeria,Turkey,disturbance,0.509075539
Soy protein concentrate,Congo (DRC),Turkey,disturbance,0.916396889
Soy protein concentrate,Iran,Turkey,disturbance,0.58941307
Soy protein concentrate,Indonesia,Turkey,disturbance,0.435636273
Soy protein concentrate,Germany,Turkey,disturbance,0.70808121
Soy protein concentrate,Ethiopia,Turkey,disturbance,0.502450536
Soy protein concentrate,Nigeria,Iran,disturbance,0.39443455
Soy protein concentrate,Congo (DRC),Iran,disturbance,0.534211031
Soy protein concentrate,Iran,Iran,disturbance,0.869215178
Soy protein concentrate,Indonesia,Iran,disturbance,0.652801427
Soy protein concentrate,Germany,Iran,disturbance,0.561619757
Soy protein concentrate,Ethiopia,Iran,disturbance,0.427287542
Soy protein concentrate,Nigeria,India,disturbance,0.185683511
Soy protein concentrate,Congo (DRC),India,disturbance,0.527292204
Soy protein concentrate,Iran,India,disturbance,0.22539702
Soy protein concentrate,Indonesia,India,disturbance,0.366966886
Soy protein concentrate,Germany,India,disturbance,0.478370212
Soy protein concentrate,Ethiopia,India,disturbance,0.428028815
Spirulina meal,China,Vietnam,disturbance,0.413811391
Spirulina meal,Thailand,Vietnam,disturbance,0.46976395
Spirulina meal,China,Turkey,disturbance,0.390752174
Spirulina meal,Thailand,Turkey,disturbance,0.411363985
Spirulina meal,China,Germany,disturbance,0.50249084
Spirulina meal,Thailand,Germany,disturbance,0.336859687
Spirulina meal,China,Brazil,disturbance,0.460405359
Spirulina meal,Thailand,Brazil,disturbance,0.321744605
Sunflower meal,Nigeria,Iran,disturbance,0.512617935
Sunflower meal,Pakistan,Iran,disturbance,0.650900512
Sunflower meal,Germany,Iran,disturbance,0.708903763
Sunflower meal,Japan,Iran,disturbance,0.733002997
Sunflower meal,Mexico,Iran,disturbance,0.431400655
Sunflower meal,Nigeria,Russia,disturbance,0.40512416
Sunflower meal,Pakistan,Russia,disturbance,0.492457366
Sunflower meal,Germany,Russia,disturbance,0.63437546
Sunflower meal,Japan,Russia,disturbance,0.322117827
Sunflower meal,Mexico,Russia,disturbance,0.238506641
Sunflower meal,Nigeria,Mexico,disturbance,0.471927222
Sunflower meal,Pakistan,Mexico,disturbance,0.941256524
Sunflower meal,Germany,Mexico,disturbance,0.328674209
Sunflower meal,Japan,Mexico,disturbance,0.346046225
Sunflower meal,Mexico,Mexico,disturbance,0.663818594
Sunflower meal,Nigeria,Bangladesh,disturbance,0.435251996
Sunflower meal,Pakistan,Bangladesh,disturbance,0.740393837
Sunflower meal,Germany,Bangladesh,disturbance,0.237505971
Sunflower meal,Japan,Bangladesh,disturbance,0.247136787
Sunflower meal,Mexico,Bangladesh,disturbance,0.52386374
Wheat,Japan,Nigeria,disturbance,0.477850085
Wheat,Ethiopia,Nigeria,disturbance,0.434230737
Wheat,Vietnam,Nigeria,disturbance,0.638265949
Wheat,United States,Nigeria,disturbance,0.658890465
Wheat,Philippines,Nigeria,disturbance,0.535587266
Wheat,Russia,Nigeria,disturbance,0.731148358
Wheat,Japan,Turkey,disturbance,0.511351345
Wheat,Ethiopia,Turkey,disturbance,0.67051301
Wheat,Vietnam,Turkey,disturbance,0.880853762
Wheat,United States,Turkey,disturbance,0.483253441
Wheat,Philippines,Turkey,disturbance,0.849680762
Wheat,Russia,Turkey,disturbance,0.776356776
Wheat,Japan,Russia,disturbance,0.457375731
Wheat,Ethiopia,Russia,disturbance,0.488058532
Wheat,Vietnam,Russia,disturbance,0.591578939
Wheat,United States,Russia,disturbance,0.841391466
Wheat,Philippines,Russia,disturbance,0.473673148
Wheat,Russia,Russia,disturbance,0.344290377
Wheat,Japan,Mexico,disturbance,0.767692024
Wheat,Ethiopia,Mexico,disturbance,0.822508838
Wheat,Vietnam,Mexico,disturbance,0.478133498
Wheat,United States,Mexico,disturbance,0.740248937
Wheat,Philippines,Mexico,disturbance,0.11700313
Wheat,Russia,Mexico,disturbance,0.792675728
Wheat,Japan,Brazil,disturbance,0.113796607
Wheat,Ethiopia,Brazil,disturbance,0.5389163
Wheat,Vietnam,Brazil,disturbance,0.435533285
Wheat,United States,Brazil,disturbance,0.626379395
Wheat,Philippines,Brazil,disturbance,0.800918284
Wheat,Russia,Brazil,disturbance,0.444598555
Wheat,Japan,Bangladesh,disturbance,0.73487954
Wheat,Ethiopia,Bangladesh,disturbance,0.471271078
Wheat,Vietnam,Bangladesh,disturbance,0.471211477
Wheat,United States,Bangladesh,disturbance,0.692381039
Wheat,Philippines,Bangladesh,disturbance,0.847277265
Wheat,Russia,Bangladesh,disturbance,0.323357945
Wheat gluten,Egypt,Russia,disturbance,0.488613336
Wheat gluten,Thailand,Russia,disturbance,0.723144374
Wheat gluten,Turkey,Russia,disturbance,0.182931497
Wheat gluten,Congo (DRC),Russia,disturbance,0.42849008
Wheat gluten,Egypt,China,disturbance,0.725645872
Wheat gluten,Thailand,China,disturbance,0.219855442
Wheat gluten,Turkey,China,disturbance,0.591315096
Wheat gluten,Congo (DRC),China,disturbance,0.80489168
Wheat gluten,Egypt,Philippines,disturbance,0.417358435
Wheat gluten,Thailand,Philippines,disturbance,0.437942558
Wheat gluten,Turkey,Philippines,disturbance,0.201004831
Wheat gluten,Congo (DRC),Philippines,disturbance,0.574083865
Wheat gluten,Egypt,Iran,disturbance,0.571766467
Wheat gluten,Thailand,Iran,disturbance,0.617911787
Wheat gluten,Turkey,Iran,disturbance,0.581800985
Wheat gluten,Congo (DRC),Iran,disturbance,0.21029023
Yeast meal,Pakistan,Russia,disturbance,0.650222465
Yeast meal,China,Russia,disturbance,0.619904489
Yeast meal,Thailand,Russia,disturbance,0.341417394
Yeast meal,Ethiopia,Russia,disturbance,0.427696773
Yeast meal,Japan,Russia,disturbance,0.414595182
Yeast meal,United States,Russia,disturbance,0.948580143
Yeast meal,Pakistan,Ethiopia,disturbance,0.390888977
Yeast meal,China,Ethiopia,disturbance,0.428150224
Yeast meal,Thailand,Ethiopia,disturbance,0.661988502
Yeast meal,Ethiopia,Ethiopia,disturbance,0.753023528
Yeast meal,Japan,Ethiopia,disturbance,0.291782379
Yeast meal,United States,Ethiopia,disturbance,0.402953958
Yeast meal,Pakistan,Philippines,disturbance,0.346437529
Yeast meal,China,Philippines,disturbance,0.190365152
Yeast meal,Thailand,Philippines,disturbance,0.694443448
Yeast meal,Ethiopia,Philippines,disturbance,0.606969527
Yeast meal,Japan,Philippines,disturbance,0.380877314
Yeast meal,United States,Philippines,disturbance,0.475785236
Microingredients,Indonesia,Ethiopia,disturbance,0.497443368
Microingredients,Iran,Ethiopia,disturbance,0.359374058
Microingredients,Egypt,Ethiopia,disturbance,0.045887603
Microingredients,Turkey,Ethiopia,disturbance,0.415938738
Microingredients,Vietnam,Ethiopia,disturbance,0.339519104
Microingredients,Indonesia,United States,disturbance,0.516509672
Microingredients,Iran,United States,disturbance,0.183502166
Microingredients,Egypt,United States,disturbance,0.5457061
Microingredients,Turkey,United States,disturbance,0.506084115
Microingredients,Vietnam,United States,disturbance,0.875895334
Microingredients,Indonesia,Germany,disturbance,0.656713924
Microingredients,Iran,Germany,disturbance,0.165389117
Microingredients,Egypt,Germany,disturbance,0.523061671
Microingredients,Turkey,Germany,disturbance,0.544170821
Microingredients,Vietnam,Germany,disturbance,0.130536214
Black soldier-fly meal,Turkey,Indonesia,ghg,0.733752589
Black soldier-fly meal,India,Indonesia,ghg,0.44893654
Black soldier-fly meal,Germany,Indonesia,ghg,0.495517545
Black soldier-fly meal,Egypt,Indonesia,ghg,0.529354941
Black soldier-fly meal,China,Indonesia,ghg,0.291400294
Black soldier-fly meal,Turkey,Iran,ghg,0.70341577
Black soldier-fly meal,India,Iran,ghg,0.389567375
Black soldier-fly meal,Germany,Iran,ghg,0.875272565
Black soldier-fly meal,Egypt,Iran,ghg,0.401177553
Black soldier-fly meal,China,Iran,ghg,0.807535104
Black soldier-fly meal,Turkey,Pakistan,ghg,0.859651131
Black soldier-fly meal,India,Pakistan,ghg,0.493948667
Black soldier-fly meal,Germany,Pakistan,ghg,0.462156675
Black soldier-fly meal,Egypt,Pakistan,ghg,0.487207145
Black soldier-fly meal,China,Pakistan,ghg,0.406800515
Canola oil,Philippines,Indonesia,ghg,0.805813743
Canola oil,Nigeria,Indonesia,ghg,0.545463424
Canola oil,Philippines,Philippines,ghg,0.604078024
Canola oil,Nigeria,Philippines,ghg,0.554511483
Canola oil,Philippines,United States,ghg,0.573068792
Canola oil,Nigeria,United States,ghg,0.66859244
Canola oil,Philippines,Turkey,ghg,0.855305257
Canola oil,Nigeria,Turkey,ghg,0.710413844
Chicken protein concentrate,Egypt,Iran,ghg,0.480525556
Chicken protein concentrate,Thailand,Iran,ghg,0.682136984
Chicken protein concentrate,Turkey,Iran,ghg,0.595775373
Chicken protein concentrate,China,Iran,ghg,0.419908107
Chicken protein concentrate,Russia,Iran,ghg,0.62079301
Chicken protein concentrate,Egypt,Congo (DRC),ghg,0.783668168
Chicken protein concentrate,Thailand,Congo (DRC),ghg,0.467846551
Chicken protein concentrate,Turkey,Congo (DRC),ghg,0.513082171
Chicken protein concentrate,China,Congo (DRC),ghg,0.379964872
Chicken protein concentrate,Russia,Congo (DRC),ghg,0.07841811
Chicken protein concentrate,Egypt,Indonesia,ghg,0.665654948
Chicken protein concentrate,Thailand,Indonesia,ghg,0.092219395
Chicken protein concentrate,Turkey,Indonesia,ghg,0.28203892
Chicken protein concentrate,China,Indonesia,ghg,0.384667317
Chicken protein concentrate,Russia,Indonesia,ghg,0.587717006
Chicken protein concentrate,Egypt,Turkey,ghg,0.486373399
Chicken protein concentrate,Thailand,Turkey,ghg,0.19346827
Chicken protein concentrate,Turkey,Turkey,ghg,0.584451812
Chicken protein concentrate,China,Turkey,ghg,0.789963065
Chicken protein concentrate,Russia,Turkey,ghg,0.499675975
Chicken protein concentrate,Egypt,Thailand,ghg,0.514631372
Chicken protein concentrate,Thailand,Thailand,ghg,0.509799226
Chicken protein concentrate,Turkey,Thailand,ghg,0.379173105
Chicken protein concentrate,China,Thailand,ghg,0.727851701
Chicken protein concentrate,Russia,Thailand,ghg,0.411987578
Coconut oil,China,Brazil,ghg,0.732045828
Coconut oil,Iran,Brazil,ghg,0.341543045
Coconut oil,Vietnam,Brazil,ghg,0.807689079
Coconut oil,Japan,Brazil,ghg,0.51664413
Coconut oil,United States,Brazil,ghg,0.631078421
Coconut oil,Mexico,Brazil,ghg,0.632312689
Coconut oil,China,Egypt,ghg,0.740488856
Coconut oil,Iran,Egypt,ghg,0.569587208
Coconut oil,Vietnam,Egypt,ghg,0.766851936
Coconut oil,Japan,Egypt,ghg,0.204397947
Coconut oil,United States,Egypt,ghg,0.134699414
Coconut oil,Mexico,Egypt,ghg,0.674990131
Corn gluten meal,Thailand,Mexico,ghg,0.574990583
Corn gluten meal,United States,Mexico,ghg,0.600254673
Corn gluten meal,Germany,Mexico,ghg,0.510177179
Corn gluten meal,Ethiopia,Mexico,ghg,0.799487275
Corn gluten meal,Indonesia,Mexico,ghg,0.230803699
Corn gluten meal,China,Mexico,ghg,0.379499893
Corn gluten meal,Thailand,Brazil,ghg,0.33982052
Corn gluten meal,United States,Brazil,ghg,0.06729556
Corn gluten meal,Germany,Brazil,ghg,0.355436086
Corn gluten meal,Ethiopia,Brazil,ghg,0.410312788
Corn gluten meal,Indonesia,Brazil,ghg,0.349739627
Corn gluten meal,China,Brazil,ghg,0.665137885
Faba beans,Ethiopia,Mexico,ghg,0.510945713
Faba beans,United States,Mexico,ghg,0.451647428
Faba beans,Bangladesh,Mexico,ghg,0.508088786
Faba beans,China,Mexico,ghg,0.176283946
Faba beans,Ethiopia,Indonesia,ghg,0.358726273
Faba beans,United States,Indonesia,ghg,0.363845226
Faba beans,Bangladesh,Indonesia,ghg,0.700166311
Faba beans,China,Indonesia,ghg,0.689078748
Faba beans,Ethiopia,Bangladesh,ghg,0.332450517
Faba beans,United States,Bangladesh,ghg,0.617117024
Faba beans,Bangladesh,Bangladesh,ghg,0.485403452
Faba beans,China,Bangladesh,ghg,0.468132229
Faba beans,Ethiopia,Pakistan,ghg,0.25191589
Faba beans,United States,Pakistan,ghg,0.538548086
Faba beans,Bangladesh,Pakistan,ghg,0.28474185
Faba beans,China,Pakistan,ghg,0.437799919
Faba beans,Ethiopia,United States,ghg,0.38113435
Faba beans,United States,United States,ghg,0.599333784
Faba beans,Bangladesh,United States,ghg,0.742587571
Faba beans,China,United States,ghg,0.35860803
Fishmeal forage,Russia,Pakistan,ghg,0.542327326
Fishmeal forage,China,Pakistan,ghg,0.402077055
Fishmeal forage,Egypt,Pakistan,ghg,0.5196051
Fishmeal forage,Pakistan,Pakistan,ghg,0.652430309
Fishmeal forage,Japan,Pakistan,ghg,0.177856503
Fishmeal forage,Turkey,Pakistan,ghg,0.654996102
Fishmeal forage,Russia,Brazil,ghg,0.402569954
Fishmeal forage,China,Brazil,ghg,0.136205614
Fishmeal forage,Egypt,Brazil,ghg,0.627167944
Fishmeal forage,Pakistan,Brazil,ghg,0.205372206
Fishmeal forage,Japan,Brazil,ghg,0.116135221
Fishmeal forage,Turkey,Brazil,ghg,0.737001925
Fishmeal forage,Russia,Ethiopia,ghg,0.361379203
Fishmeal forage,China,Ethiopia,ghg,0.549226457
Fishmeal forage,Egypt,Ethiopia,ghg,0.259441248
Fishmeal forage,Pakistan,Ethiopia,ghg,0.458143009
Fishmeal forage,Japan,Ethiopia,ghg,0.558344857
Fishmeal forage,Turkey,Ethiopia,ghg,0.983927508
Fishmeal trimmings,Pakistan,Germany,ghg,0.615992935
Fishmeal trimmings,United States,Germany,ghg,0.511280889
Fishmeal trimmings,Philippines,Germany,ghg,0.4017936
Fishmeal trimmings,India,Germany,ghg,0.667181894
Fishmeal trimmings,Nigeria,Germany,ghg,0.422297283
Fishmeal trimmings,Pakistan,Bangladesh,ghg,0.560321715
Fishmeal trimmings,United States,Bangladesh,ghg,0.599911614
Fishmeal trimmings,Philippines,Bangladesh,ghg,0.114418544
Fishmeal trimmings,India,Bangladesh,ghg,0.440259711
Fishmeal trimmings,Nigeria,Bangladesh,ghg,0.772747261
Fishmeal trimmings,Pakistan,Turkey,ghg,0.421716095
Fishmeal trimmings,United States,Turkey,ghg,0.354589173
Fishmeal trimmings,Philippines,Turkey,ghg,0.496554481
Fishmeal trimmings,India,Turkey,ghg,0.153427375
Fishmeal trimmings,Nigeria,Turkey,ghg,0.580391491
Fish oil forage,Ethiopia,Mexico,ghg,0.381945699
Fish oil forage,Mexico,Mexico,ghg,0.339152586
Fish oil forage,Ethiopia,Indonesia,ghg,0.350774053
Fish oil forage,Mexico,Indonesia,ghg,0.779754145
Fish oil forage,Ethiopia,Brazil,ghg,0.724340891
Fish oil forage,Mexico,Brazil,ghg,0.326434506
Fish oil forage,Ethiopia,Germany,ghg,0.863593299
Fish oil forage,Mexico,Germany,ghg,0.578887827
